TIME,CH1,CH2,FREQ
0.28185000000000004,0.034,0.0572,456774306079452.312500
0.2818600000000001,0.034,0.058,456774306079452.312500
0.28187000000000006,0.0332,0.0476,456774306079452.312500
0.28188,0.0356,0.0364,456774306079452.312500
0.2818900000000001,0.0356,0.0388,456774306079452.312500
0.28190000000000004,0.034800000000000005,0.0516,456774306079452.312500
0.2819100000000001,0.0364,0.055600000000000004,456774306079452.312500
0.28192000000000006,0.034800000000000005,0.0572,456774306079452.312500
0.28193,0.0308,0.058,456774306079452.312500
0.2819400000000001,0.0284,0.0572,456774306079452.312500
0.28195000000000003,0.034800000000000005,0.0596,456774306079452.312500
0.2819600000000001,0.0308,0.0572,456774306079452.312500
0.28197000000000005,0.034800000000000005,0.058,456774306079452.312500
0.2819800000000001,0.034800000000000005,0.056400000000000006,456774306079452.312500
0.2819900000000001,0.0364,0.058,456774306079452.312500
0.28200000000000003,0.034800000000000005,0.056400000000000006,456774306079452.312500
0.2820100000000001,0.0356,0.0572,456774306079452.312500
0.28202000000000005,0.0356,0.056400000000000006,456774306079452.312500
0.2820300000000001,0.034,0.058800000000000005,456774306079452.312500
0.28204000000000007,0.0356,0.0548,456774306079452.312500
0.28205,0.0332,0.058800000000000005,456774306079452.312500
0.2820600000000001,0.034800000000000005,0.0492,456774306079452.312500
0.28207000000000004,0.034800000000000005,0.0596,456774306079452.312500
0.2820800000000001,0.0292,0.055600000000000004,456774306079452.312500
0.28209000000000006,0.0308,0.056400000000000006,456774306079452.312500
0.2821,0.0332,0.0548,456774306079452.312500
0.2821100000000001,0.034800000000000005,0.0516,456774306079452.312500
0.28212000000000004,0.034800000000000005,0.048400000000000006,456774306079452.312500
0.2821300000000001,0.0292,0.056400000000000006,456774306079452.312500
0.28214000000000006,0.034,0.0572,456774306079452.312500
0.28215,0.0332,0.0596,456774306079452.312500
0.2821600000000001,0.034800000000000005,0.058,456774306079452.312500
0.28217000000000003,0.0268,0.058800000000000005,456774306079452.312500
0.2821800000000001,0.0292,0.053200000000000004,456774306079452.312500
0.28219000000000005,0.034,0.056400000000000006,456774306079452.312500
0.2822000000000001,0.0356,0.0572,456774306079452.312500
0.28221000000000007,0.034,0.058,456774306079452.312500
0.28222,0.0356,0.0596,456774306079452.312500
0.2822300000000001,0.037200000000000004,0.056400000000000006,456774306079452.312500
0.28224000000000005,0.034,0.054,456774306079452.312500
0.2822500000000001,0.0356,0.055600000000000004,456774306079452.312500
0.28226000000000007,0.038,0.054,456774306079452.312500
0.28227,0.034800000000000005,0.05,456774306079452.312500
0.2822800000000001,0.0356,0.0596,456774306079452.312500
0.28229000000000004,0.037200000000000004,0.055600000000000004,456774306079452.312500
0.2823000000000001,0.0364,0.058,456774306079452.312500
0.28231000000000006,0.0356,0.0516,456774306079452.312500
0.28232,0.0356,0.054,456774306079452.312500
0.2823300000000001,0.0324,0.0572,456774306079452.312500
0.28234000000000004,0.0364,0.0604,456774306079452.312500
0.2823500000000001,0.0332,0.0596,456774306079452.312500
0.28236000000000006,0.034800000000000005,0.058800000000000005,456774306079452.312500
0.28237,0.0324,0.055600000000000004,456774306079452.312500
0.2823800000000001,0.0332,0.058,456774306079452.312500
0.28239000000000003,0.0316,0.058,456774306079452.312500
0.2824000000000001,0.0324,0.055600000000000004,456774306079452.312500
0.28241000000000005,0.0316,0.0572,456774306079452.312500
0.2824200000000001,0.034,0.053200000000000004,456774306079452.312500
0.28243000000000007,0.0308,0.058,456774306079452.312500
0.28244,0.0308,0.046,456774306079452.312500
0.2824500000000001,0.0316,0.0572,456774306079452.312500
0.28246000000000004,0.034,0.0596,456774306079452.312500
0.2824700000000001,0.0324,0.0572,456774306079452.312500
0.28248000000000006,0.034800000000000005,0.0548,456774306079452.312500
0.28249,0.037200000000000004,0.046,456774306079452.312500
0.2825000000000001,0.0356,0.053200000000000004,456774306079452.312500
0.28251000000000004,0.0356,0.054,456774306079452.312500
0.2825200000000001,0.0356,0.0572,456774306079452.312500
0.28253000000000006,0.0364,0.0596,456774306079452.312500
0.28254,0.0356,0.0548,456774306079452.312500
0.2825500000000001,0.0364,0.0572,456774306079452.312500
0.28256000000000003,0.034800000000000005,0.056400000000000006,456774306079452.312500
0.2825700000000001,0.034800000000000005,0.058,456774306079452.312500
0.28258000000000005,0.0332,0.058,456774306079452.312500
0.2825900000000001,0.0356,0.058,456774306079452.312500
0.2826000000000001,0.034,0.0596,456774306079452.312500
0.28261000000000003,0.0316,0.058800000000000005,456774306079452.312500
0.2826200000000001,0.0356,0.058800000000000005,456774306079452.312500
0.28263000000000005,0.030000000000000002,0.055600000000000004,456774306079452.312500
0.2826400000000001,0.026000000000000002,0.058800000000000005,456774306079452.312500
0.28265000000000007,0.030000000000000002,0.0572,456774306079452.312500
0.28266,0.034800000000000005,0.058,456774306079452.312500
0.2826700000000001,0.034800000000000005,0.056400000000000006,456774306079452.312500
0.28268000000000004,0.034,0.0572,456774306079452.312500
0.2826900000000001,0.034800000000000005,0.058,456774306079452.312500
0.28270000000000006,0.0332,0.058,456774306079452.312500
0.28271,0.0308,0.0596,456774306079452.312500
0.2827200000000001,0.034800000000000005,0.058800000000000005,456774306079452.312500
0.28273000000000004,0.0308,0.055600000000000004,456774306079452.312500
0.2827400000000001,0.034,0.058800000000000005,456774306079452.312500
0.28275000000000006,0.0324,0.0596,456774306079452.312500
0.28276,0.034800000000000005,0.055600000000000004,456774306079452.312500
0.2827700000000001,0.034,0.058800000000000005,456774306079452.312500
0.28278000000000003,0.037200000000000004,0.058,456774306079452.312500
