
01/28/2026, 11:24:37
Lambda (THz), Power (mW)
456779.208, 0.985
456779.220, 0.979
456779.210, 0.979
456779.214, 0.968
456779.216, 0.974
456779.209, 0.968
456779.212, 0.974
456779.204, 0.974
456779.212, 0.968
456779.212, 0.963
456779.205, 0.968
456779.206, 0.979
456779.211, 0.979
456779.216, 0.968
456779.213, 0.968
456779.212, 0.974
456779.212, 0.974
456779.217, 0.979
456779.213, 0.968
456779.213, 0.974
456779.210, 0.979
456779.212, 0.968
456779.220, 0.963
456779.217, 0.963
456779.215, 0.968
456779.216, 0.968
456779.206, 0.974
456779.211, 0.974
456779.211, 0.968
456779.215, 0.968
456779.218, 0.968
456779.212, 0.974
456779.214, 0.968
456779.215, 0.968
456779.208, 0.974
456779.209, 0.979
456779.214, 0.968
456779.212, 0.979
456779.216, 0.979
456779.214, 0.968
456779.216, 0.968
456779.213, 0.963
456779.212, 0.968
456779.212, 0.968
456779.218, 0.968
456779.212, 0.968
456779.214, 0.974
456779.208, 0.974
456779.205, 0.985
456779.216, 0.974
456779.202, 0.963
456779.213, 0.974
456779.219, 0.968
456779.218, 0.974
456779.219, 0.979
456779.215, 0.974
456779.211, 0.974
456779.209, 0.979
456779.211, 0.974
456779.215, 0.979
456779.211, 0.968
456779.213, 0.968
456779.223, 0.968
456779.207, 0.968
456779.219, 0.974
456779.214, 0.974
456779.210, 0.979
456779.223, 0.968
456779.212, 0.974
456779.214, 0.974
456779.214, 0.963
456779.217, 0.968
456779.220, 0.974
456779.210, 0.974
456779.213, 0.968
456779.209, 0.979
456779.211, 0.979
456779.217, 0.974
456779.214, 0.979
456779.213, 0.968
456779.214, 0.968
456779.206, 0.979
456779.210, 0.979
456779.205, 0.979
456779.213, 0.974
456779.216, 0.979
456779.216, 0.979
456779.219, 0.968
456779.213, 0.974
456779.212, 0.974
456779.208, 0.974
456779.222, 0.974
456779.211, 0.974
456779.211, 0.985
456779.206, 0.979
456779.210, 0.974
456779.221, 0.968
456779.215, 0.968
456779.222, 0.974
456779.213, 0.974
456779.214, 0.974
456779.211, 0.974
456779.213, 0.979
456779.217, 0.979
456779.215, 0.968
456779.215, 0.974
456779.212, 0.968
456779.208, 0.979
456779.212, 0.979
456779.214, 0.974
456779.206, 0.979
456779.213, 0.985
456779.212, 0.979
456779.211, 0.979
456779.214, 0.974
456779.206, 0.985
456779.215, 0.979
456779.218, 0.979
456779.218, 0.979
456779.213, 0.979
456779.213, 0.985
456779.221, 0.985
456779.211, 0.985
456779.221, 0.974
456779.207, 0.974
456779.213, 0.979
456779.210, 0.991
456779.214, 0.985
456779.217, 0.979
456779.210, 0.985
456779.214, 0.985
456779.210, 0.979
456779.215, 0.974
456779.210, 0.979
456779.209, 0.974
456779.213, 0.979
456779.211, 0.979
456779.218, 0.991
456779.210, 0.991
456779.215, 0.996
456779.218, 0.991
456779.220, 0.985
456779.218, 0.974
456779.213, 0.991
456779.220, 0.985
456779.209, 0.985
456779.219, 0.991
456779.209, 0.996
456779.212, 0.979
456779.211, 0.979
456779.210, 0.991
456779.218, 0.985
456779.213, 0.974
456779.211, 0.974
456779.213, 0.979
456779.209, 0.985
456779.211, 0.991
456779.219, 0.985
456779.216, 0.991
456779.217, 0.991
456779.220, 0.991
456779.204, 0.985
456779.213, 0.985
456779.212, 0.985
456779.209, 0.985
456779.213, 0.991
456779.208, 0.985
