
02/10/2026, 12:17:20
Lambda (nm), Power (mW)
656.317992, 1.06
656.317975, 1.07
656.317988, 1.06
656.317982, 1.05
656.317973, 1.07
656.317989, 1.06
656.317990, 1.06
656.317986, 1.07
656.317978, 1.07
656.317984, 1.07
656.317981, 1.07
656.317982, 1.06
656.317977, 1.07
656.317988, 1.07
656.317979, 1.07
656.317971, 1.06
656.317984, 1.07
656.317978, 1.08
656.317992, 1.07
656.317973, 1.07
656.317981, 1.07
656.317985, 1.07
656.317983, 1.07
656.317975, 1.07
656.317969, 1.07
656.317982, 1.08
656.317985, 1.07
656.317975, 1.07
656.317994, 1.06
656.317989, 1.07
656.317975, 1.07
656.317977, 1.07
656.317976, 1.07
656.317980, 1.07
656.317974, 1.07
656.317984, 1.07
656.317978, 1.07
656.317979, 1.07
656.317979, 1.07
656.317973, 1.07
656.317967, 1.07
656.317988, 1.07
656.317981, 1.07
656.317973, 1.07
656.317977, 1.07
656.317981, 1.07
656.317983, 1.07
656.317961, 1.07
656.317987, 1.07
656.317976, 1.06
656.317977, 1.06
656.317978, 1.07
656.317973, 1.07
656.317987, 1.07
656.317974, 1.07
656.317976, 1.07
656.317970, 1.07
656.317972, 1.07
656.317978, 1.07
656.317980, 1.07
656.317977, 1.07
656.317974, 1.06
656.317977, 1.07
656.317974, 1.07
656.317976, 1.06
656.317971, 1.06
656.317978, 1.07
656.317979, 1.06
656.317975, 1.06
656.317979, 1.07
656.317974, 1.07
656.317977, 1.07
656.317996, 1.07
656.317990, 1.07
656.317979, 1.06
656.317972, 1.06
656.317976, 1.07
656.317983, 1.06
656.317973, 1.06
656.317986, 1.07
656.317979, 1.07
656.317979, 1.07
656.317978, 1.07
656.317975, 1.06
656.317973, 1.05
656.317982, 1.06
656.317977, 1.06
656.317984, 1.05
656.317980, 1.05
656.317979, 1.05
656.317990, 1.05
656.317985, 1.06
656.317990, 1.06
656.317981, 1.06
656.317987, 1.06
656.317982, 1.07
656.317982, 1.06
656.317977, 1.06
656.317984, 1.07
656.317989, 1.06
656.317974, 1.06
656.317989, 1.06
656.317986, 1.06
656.317986, 1.07
656.317979, 1.07
656.317983, 1.06
656.317974, 1.06
656.317975, 1.06
656.317984, 1.07
656.317987, 1.07
656.317983, 1.07
656.317983, 1.07
656.317982, 1.07
656.317988, 1.07
656.317989, 1.07
656.317985, 1.06
656.317985, 1.06
656.317981, 1.06
656.317994, 1.07
656.317978, 1.06
656.317983, 1.06
656.317983, 1.06
656.317977, 1.07
