
01/28/2026, 15:27:12
Lambda (THz), Power (mW)
456779.172, 1.01
456779.175, 1.02
456779.173, 1.02
456779.174, 1.01
456779.184, 1.01
456779.173, 1.01
456779.172, 1.01
456779.171, 1.02
456779.175, 1.01
456779.177, 1.01
456779.172, 1.01
456779.174, 1.01
456779.178, 1.01
456779.181, 1.01
456779.177, 1.02
456779.174, 1.01
456779.177, 1.01
456779.174, 1.01
456779.178, 1.01
456779.180, 1.02
456779.172, 1.01
456779.179, 1.01
456779.172, 1.01
456779.175, 1.01
456779.167, 1.01
456779.170, 1.01
456779.173, 1.01
456779.174, 1.00
456779.178, 1.01
456779.170, 1.00
456779.165, 1.01
456779.167, 1.01
456779.167, 1.00
456779.163, 1.01
456779.175, 1.01
456779.165, 1.01
456779.168, 1.00
456779.173, 1.01
456779.172, 1.00
456779.173, 1.00
456779.167, 1.01
456779.170, 1.01
456779.164, 1.01
456779.166, 1.01
456779.169, 1.01
456779.168, 1.01
456779.169, 1.02
456779.166, 1.01
456779.167, 1.01
456779.166, 1.01
456779.171, 1.01
456779.165, 1.01
456779.168, 1.01
456779.166, 1.01
456779.171, 1.01
456779.174, 1.01
456779.164, 1.02
456779.165, 1.02
456779.167, 1.01
456779.169, 1.01
456779.162, 1.01
456779.162, 1.00
456779.159, 0.996
456779.165, 1.02
456779.165, 1.02
456779.157, 1.02
456779.164, 1.02
456779.153, 1.01
456779.158, 1.02
456779.157, 1.02
456779.163, 1.01
456779.162, 1.02
456779.151, 1.02
456779.168, 1.02
456779.164, 1.02
456779.163, 1.02
456779.164, 1.01
456779.166, 1.01
456779.156, 1.01
456779.162, 1.01
456779.154, 1.01
456779.161, 1.01
456779.164, 1.01
456779.158, 1.01
456779.160, 1.02
456779.161, 1.02
456779.163, 1.01
456779.153, 1.01
456779.164, 1.01
456779.169, 1.00
456779.156, 1.00
456779.157, 1.00
456779.160, 1.01
456779.164, 1.01
456779.157, 1.01
456779.154, 1.01
456779.158, 1.01
456779.153, 1.01
456779.155, 1.01
456779.153, 1.02
456779.155, 1.02
456779.153, 1.02
456779.146, 1.01
456779.149, 1.01
456779.157, 1.01
456779.158, 1.01
456779.154, 1.01
456779.154, 1.01
456779.155, 1.02
456779.149, 1.01
456779.149, 1.02
456779.163, 1.02
456779.158, 1.01
456779.150, 1.01
456779.148, 1.00
456779.151, 1.01
456779.157, 1.02
456779.156, 1.02
456779.154, 1.02
456779.158, 1.02
456779.160, 1.02
456779.157, 1.01
456779.151, 1.01
456779.157, 1.02
456779.158, 1.02
456779.156, 1.02
456779.157, 1.02
456779.152, 1.02
456779.159, 1.02
456779.153, 1.02
456779.147, 1.01
456779.147, 1.02
456779.154, 1.02
456779.147, 1.01
456779.153, 1.02
456779.159, 1.01
456779.152, 1.01
456779.147, 1.02
456779.155, 1.02
456779.151, 1.02
456779.151, 1.01
456779.156, 1.02
456779.153, 1.02
456779.152, 1.01
456779.150, 1.02
456779.150, 1.02
456779.155, 1.02
456779.154, 1.02
456779.151, 1.02
456779.145, 1.02
456779.147, 1.02
456779.153, 1.03
456779.148, 1.02
456779.152, 1.02
456779.157, 1.02
456779.155, 1.01
456779.148, 1.01
456779.156, 1.02
456779.152, 1.01
456779.147, 1.02
456779.155, 1.02
456779.154, 1.02
456779.157, 1.01
456779.151, 1.02
456779.148, 1.03
456779.142, 1.01
456779.149, 1.02
456779.147, 1.02
456779.145, 1.01
456779.151, 1.02
456779.152, 1.01
456779.146, 1.02
456779.152, 1.03
456779.152, 1.02
456779.149, 1.02
456779.150, 1.01
456779.151, 1.02
456779.153, 1.01
456779.144, 1.01
456779.147, 1.02
456779.150, 1.02
456779.153, 1.02
456779.147, 1.01
456779.148, 1.02
456779.145, 1.01
456779.146, 1.02
456779.145, 1.02
456779.143, 1.02
456779.146, 1.03
456779.139, 1.02
456779.138, 1.01
456779.141, 1.02
456779.143, 1.02
456779.139, 1.02
456779.147, 1.01
456779.137, 1.01
456779.139, 1.01
456779.134, 1.01
456779.129, 1.01
456779.138, 1.02
456779.140, 1.02
456779.133, 1.02
456779.134, 1.02
456779.135, 1.01
456779.136, 1.01
456779.141, 1.01
456779.135, 1.02
456779.131, 1.01
456779.131, 1.01
456779.130, 1.02
456779.129, 1.01
456779.135, 1.01
456779.131, 1.01
456779.129, 1.01
456779.134, 1.01
456779.133, 1.01
456779.139, 1.01
456779.137, 1.01
456779.127, 1.01
456779.129, 1.00
456779.127, 1.01
456779.133, 1.00
456779.129, 1.01
456779.129, 1.01
456779.131, 1.01
456779.131, 1.00
456779.138, 0.996
456779.131, 1.01
456779.119, 1.01
456779.122, 1.02
456779.121, 1.01
456779.125, 1.01
456779.118, 1.00
456779.126, 1.02
456779.118, 1.02
456779.123, 1.01
456779.126, 1.02
456779.117, 1.01
456779.119, 1.01
456779.114, 1.00
456779.124, 1.01
456779.123, 1.01
456779.122, 1.01
456779.131, 1.01
456779.115, 1.01
456779.118, 1.01
456779.123, 1.01
456779.115, 1.02
456779.124, 1.01
456779.124, 1.02
456779.131, 1.02
456779.117, 1.02
456779.127, 1.02
456779.116, 1.02
456779.118, 1.01
456779.125, 1.01
456779.118, 1.02
456779.119, 1.02
456779.116, 1.02
456779.122, 1.02
456779.119, 1.02
456779.118, 1.02
456779.119, 1.03
456779.112, 1.02
456779.108, 1.02
456779.113, 1.02
456779.114, 1.01
456779.117, 1.01
456779.113, 1.02
456779.113, 1.02
456779.117, 1.01
456779.113, 1.02
456779.118, 1.01
456779.111, 1.01
456779.116, 1.02
456779.124, 1.01
456779.110, 1.02
456779.114, 1.01
456779.115, 1.01
456779.119, 1.01
456779.115, 1.01
456779.122, 1.01
456779.122, 1.01
456779.117, 1.01
456779.118, 1.01
456779.113, 1.01
456779.119, 1.01
456779.120, 1.01
456779.124, 1.01
456779.120, 1.01
456779.113, 1.01
456779.116, 1.01
456779.111, 1.02
456779.112, 1.01
456779.113, 1.01
456779.114, 1.02
456779.115, 1.02
456779.106, 1.01
456779.116, 1.01
456779.112, 1.01
456779.110, 1.02
456779.114, 1.02
456779.110, 1.02
456779.107, 1.02
456779.108, 1.01
456779.109, 1.01
456779.107, 1.01
456779.115, 1.02
456779.107, 1.01
456779.115, 1.01
456779.114, 1.02
456779.110, 1.02
456779.113, 1.02
456779.111, 1.02
456779.115, 1.02
456779.108, 1.02
456779.117, 1.02
456779.107, 1.01
456779.114, 1.02
456779.115, 1.01
456779.111, 1.02
456779.114, 1.01
456779.108, 1.02
456779.109, 1.02
456779.115, 1.02
456779.118, 1.01
456779.107, 1.01
456779.113, 1.01
456779.107, 1.01
456779.104, 1.01
456779.106, 1.01
456779.098, 1.01
456779.107, 1.01
456779.104, 1.01
456779.102, 1.01
456779.103, 1.02
456779.104, 1.02
456779.106, 1.01
456779.105, 1.01
456779.101, 1.00
456779.107, 1.01
456779.111, 1.01
456779.108, 1.01
456779.109, 1.01
456779.099, 1.01
456779.102, 1.01
456779.106, 1.01
456779.103, 1.01
456779.102, 1.01
456779.109, 1.02
456779.102, 1.01
456779.102, 1.02
456779.104, 1.02
456779.102, 1.02
456779.106, 1.01
456779.101, 1.01
456779.101, 1.02
456779.106, 1.01
456779.106, 1.02
456779.100, 1.01
456779.104, 1.01
456779.099, 1.01
456779.099, 1.01
456779.098, 1.02
456779.095, 1.02
456779.101, 1.02
456779.095, 1.02
456779.094, 1.02
456779.097, 1.02
456779.093, 1.02
456779.104, 1.01
456779.099, 1.02
456779.091, 1.01
456779.091, 1.02
456779.091, 1.01
456779.088, 1.02
456779.096, 1.01
456779.093, 1.01
456779.091, 1.02
456779.092, 1.02
456779.098, 1.01
456779.094, 1.02
456779.093, 1.01
456779.093, 1.02
456779.094, 1.02
456779.093, 1.02
456779.091, 1.02
456779.100, 1.02
456779.086, 1.01
456779.093, 1.01
456779.086, 1.01
456779.088, 1.01
456779.092, 1.01
456779.088, 1.01
456779.092, 1.02
456779.093, 1.01
456779.084, 1.01
456779.079, 1.02
456779.097, 1.01
456779.084, 1.01
456779.077, 1.02
456779.086, 1.01
456779.081, 1.02
456779.087, 1.01
456779.082, 1.02
456779.078, 1.01
456779.084, 1.02
456779.083, 1.01
456779.075, 1.02
456779.085, 1.02
456779.082, 1.02
456779.083, 1.02
456779.076, 1.02
456779.077, 1.02
456779.078, 1.02
456779.079, 1.01
456779.079, 1.02
456779.077, 1.00
456779.084, 1.01
456779.075, 1.01
456779.082, 1.01
456779.075, 1.01
456779.077, 1.01
456779.078, 1.01
456779.081, 1.00
456779.070, 1.01
456779.074, 1.01
456779.081, 1.01
456779.082, 1.01
456779.074, 1.00
456779.071, 1.01
456779.078, 1.01
456779.078, 1.00
456779.076, 1.01
456779.075, 1.00
456779.068, 1.01
456779.070, 1.01
456779.073, 1.01
456779.077, 1.01
456779.070, 1.02
456779.070, 1.02
456779.070, 1.01
456779.070, 1.01
456779.074, 1.01
456779.073, 1.02
456779.075, 1.01
456779.066, 1.01
456779.074, 1.01
456779.074, 1.02
456779.077, 1.01
456779.073, 1.01
456779.070, 1.00
456779.071, 1.01
456779.071, 0.991
456779.073, 0.996
456779.070, 1.00
456779.083, 1.01
456779.072, 1.00
456779.077, 1.01
456779.071, 1.01
456779.063, 1.02
456779.077, 1.01
456779.071, 1.01
456779.067, 1.01
456779.065, 1.01
456779.064, 1.02
456779.066, 1.01
456779.062, 1.00
456779.066, 1.01
456779.066, 1.00
456779.062, 1.01
456779.059, 1.00
456779.063, 1.01
456779.066, 1.01
456779.062, 1.02
456779.068, 1.01
456779.060, 1.01
456779.067, 1.01
456779.063, 1.01
456779.062, 1.01
456779.063, 1.01
456779.070, 1.01
456779.070, 1.01
456779.061, 1.00
456779.060, 1.01
456779.060, 1.01
456779.069, 1.01
456779.060, 1.01
456779.066, 1.01
456779.061, 1.00
456779.060, 1.01
456779.070, 1.01
456779.066, 1.01
456779.067, 1.01
456779.056, 1.01
456779.059, 1.01
456779.052, 1.01
456779.056, 1.01
456779.058, 1.01
456779.050, 1.01
456779.056, 1.01
456779.051, 1.01
456779.054, 1.00
456779.064, 1.01
456779.057, 1.01
456779.053, 1.00
456779.056, 1.00
456779.058, 1.00
456779.054, 1.00
456779.045, 0.996
456779.053, 1.01
456779.053, 1.01
456779.054, 1.01
456779.060, 1.01
456779.055, 1.01
456779.052, 0.996
456779.060, 0.996
456779.050, 1.01
456779.053, 1.01
456779.060, 1.01
456779.055, 1.01
456779.055, 1.01
456779.057, 1.01
456779.054, 1.00
456779.052, 1.00
456779.054, 1.01
456779.052, 1.01
456779.048, 1.01
456779.050, 1.02
456779.041, 1.02
456779.044, 1.01
456779.049, 1.01
456779.047, 1.02
456779.047, 1.01
456779.042, 1.01
456779.044, 1.01
456779.042, 1.02
456779.045, 1.01
456779.044, 1.01
456779.051, 1.01
456779.046, 1.01
456779.042, 1.01
456779.044, 1.01
456779.041, 1.01
456779.047, 1.01
456779.042, 1.01
456779.038, 1.01
456779.042, 1.01
456779.045, 1.02
456779.044, 1.02
456779.045, 1.02
456779.041, 1.01
456779.034, 1.01
456779.039, 1.01
456779.041, 1.01
456779.039, 1.01
456779.047, 1.01
456779.039, 1.01
456779.035, 1.02
456779.035, 1.01
456779.032, 1.02
456779.029, 1.01
456779.021, 1.02
456779.029, 1.02
456779.027, 1.02
456779.030, 1.02
456779.033, 1.02
456779.023, 1.02
456779.026, 1.02
456779.030, 1.02
456779.029, 1.01
456779.028, 1.02
456779.020, 1.01
456779.028, 1.02
456779.033, 1.01
456779.025, 1.02
456779.025, 1.01
456779.031, 1.02
456779.022, 1.02
456779.016, 1.02
456779.019, 1.02
456779.026, 1.03
456779.026, 1.02
456779.028, 1.02
456779.028, 1.02
456779.029, 1.03
456779.028, 1.02
456779.032, 1.03
456779.022, 1.02
456779.026, 1.02
456779.028, 1.02
456779.031, 1.02
456779.024, 1.04
456779.016, 1.03
456779.026, 1.03
456779.015, 1.02
456779.018, 1.02
456779.019, 1.02
456779.026, 1.04
456779.020, 1.02
456779.018, 1.03
456779.019, 1.02
456779.014, 1.02
456779.015, 1.02
456779.014, 1.02
456779.012, 1.02
456779.016, 1.03
456779.018, 1.03
456779.021, 1.04
456779.013, 1.02
456779.029, 1.02
456779.016, 1.02
456779.011, 1.02
456779.013, 1.02
456779.018, 1.03
456779.017, 1.03
456779.017, 1.03
456779.023, 1.02
456779.013, 1.02
456779.022, 1.04
456779.018, 1.03
456779.018, 1.02
456779.022, 1.03
456779.021, 1.03
456779.021, 1.04
456779.002, 1.03
456779.016, 1.03
456779.017, 1.03
456779.004, 1.03
456779.016, 1.02
456779.005, 1.03
456779.014, 1.03
456779.008, 1.04
456779.014, 1.03
456779.018, 1.03
456779.008, 1.03
456779.017, 1.02
456779.016, 1.03
456779.007, 1.02
456779.013, 1.03
456779.003, 1.04
456779.012, 1.03
456779.010, 1.02
456779.011, 1.02
456779.013, 1.02
456779.015, 1.03
456779.007, 1.03
456779.011, 1.03
456779.010, 1.02
456779.012, 1.03
456779.019, 1.02
456779.010, 1.03
456779.013, 1.02
456779.015, 1.04
456779.006, 1.02
456778.994, 1.02
456779.006, 1.02
456779.000, 1.02
456779.006, 1.02
456779.009, 1.02
456779.002, 1.02
456779.009, 1.02
456779.005, 1.02
456779.003, 1.02
456778.997, 1.01
456778.999, 1.02
456779.009, 1.02
456779.000, 1.02
456779.005, 1.02
456779.000, 1.02
456779.002, 1.01
456779.001, 1.02
456778.995, 1.02
456779.000, 1.01
456778.994, 1.02
456779.002, 1.03
456778.998, 1.03
456778.992, 1.02
456778.998, 1.03
456779.003, 1.02
456778.998, 1.03
456778.995, 1.02
456779.005, 1.02
456778.998, 1.02
456778.994, 1.02
456778.983, 1.02
456778.992, 1.02
456778.987, 1.02
456778.993, 1.02
456778.992, 1.02
456778.993, 1.02
456778.991, 1.02
456778.987, 1.02
456778.986, 1.02
456778.989, 1.02
456778.988, 1.02
456778.983, 1.02
456778.991, 1.02
456778.988, 1.02
456778.992, 1.02
456778.982, 1.02
456778.985, 1.02
456778.992, 1.02
456778.993, 1.02
456778.990, 1.02
456778.993, 1.02
456778.990, 1.01
456778.986, 1.02
456778.983, 1.02
456778.993, 1.02
456778.989, 1.02
456778.991, 1.02
456778.991, 1.02
456778.987, 1.01
456778.988, 1.02
456778.987, 1.02
456778.984, 1.01
456778.974, 1.01
456778.982, 1.01
456778.975, 1.01
456778.972, 1.02
456778.978, 1.02
456778.971, 1.02
456778.977, 1.02
456778.979, 1.02
456778.977, 1.03
456778.977, 1.02
456778.972, 1.03
456778.978, 1.02
456778.978, 1.02
456778.969, 1.01
456778.968, 1.02
456778.973, 1.02
456778.974, 1.02
456778.974, 1.01
456778.977, 1.02
456778.975, 1.02
456778.981, 1.02
456778.976, 1.03
456778.973, 1.02
456778.972, 1.02
456778.972, 1.02
456778.969, 1.03
456778.964, 1.02
456778.970, 1.01
456778.963, 1.02
456778.978, 1.02
456778.975, 1.03
456778.974, 1.02
456778.963, 1.02
456778.960, 1.02
456778.966, 1.04
456778.954, 1.03
456778.965, 1.02
456778.963, 1.02
456778.968, 1.02
456778.963, 1.02
456778.963, 1.02
456778.966, 1.02
456778.957, 1.02
456778.959, 1.02
456778.956, 1.02
456778.956, 1.02
456778.965, 1.01
456778.965, 1.02
456778.962, 1.02
456778.958, 1.02
456778.962, 1.02
456778.960, 1.01
456778.966, 1.01
456778.953, 1.01
456778.952, 1.02
456778.962, 1.02
456778.952, 1.02
456778.963, 1.02
456778.959, 1.02
456778.962, 1.02
456778.955, 1.01
456778.957, 1.02
456778.966, 1.02
456778.956, 1.02
456778.959, 1.01
456778.954, 1.02
456778.961, 1.02
456778.957, 1.02
456778.947, 1.02
456778.953, 1.01
456778.955, 1.02
456778.953, 1.02
456778.955, 1.02
456778.954, 1.01
456778.954, 1.01
456778.956, 1.02
456778.952, 1.02
456778.951, 1.02
456778.943, 1.01
456778.953, 1.02
456778.954, 1.02
456778.952, 1.02
456778.960, 1.02
456778.941, 1.02
456778.946, 1.02
456778.945, 1.02
456778.945, 1.01
456778.954, 1.01
456778.949, 1.01
456778.950, 1.02
456778.945, 1.02
456778.959, 1.02
456778.947, 1.02
456778.949, 1.01
456778.948, 1.01
456778.948, 1.01
456778.956, 1.01
456778.954, 1.01
456778.958, 1.01
456778.948, 1.01
456778.953, 0.996
456778.940, 1.01
456778.943, 1.01
456778.939, 1.02
456778.945, 1.01
456778.944, 1.01
456778.942, 1.02
456778.941, 1.01
456778.940, 1.00
456778.940, 1.00
456778.939, 1.01
456778.941, 1.00
456778.942, 1.01
456778.949, 1.01
456778.939, 1.00
456778.943, 1.01
456778.944, 1.01
456778.948, 1.01
456778.942, 1.01
456778.932, 1.00
456778.944, 1.01
456778.942, 1.00
456778.943, 1.01
456778.947, 1.01
456778.937, 1.00
456778.947, 1.01
456778.934, 1.01
456778.936, 1.01
456778.942, 1.01
456778.949, 1.01
456778.944, 1.01
456778.930, 1.01
456778.940, 1.00
456778.936, 1.00
456778.933, 1.01
456778.930, 1.01
456778.933, 1.01
456778.932, 1.01
456778.932, 1.01
456778.930, 1.01
456778.922, 1.01
456778.933, 1.01
456778.936, 1.01
456778.926, 1.02
456778.924, 1.01
456778.930, 1.02
456778.923, 1.01
456778.926, 1.01
456778.930, 1.01
456778.925, 1.01
456778.922, 1.01
456778.929, 1.01
456778.924, 1.01
456778.924, 1.01
456778.927, 1.01
456778.920, 1.02
456778.922, 1.01
456778.920, 1.01
456778.925, 1.01
456778.928, 1.01
456778.920, 1.01
456778.921, 1.01
456778.915, 1.01
456778.909, 1.01
456778.919, 1.01
456778.915, 1.01
456778.906, 1.01
456778.918, 1.01
456778.914, 1.02
456778.913, 1.01
456778.917, 1.01
456778.918, 1.01
456778.918, 1.01
456778.904, 1.01
456778.909, 1.01
456778.903, 1.01
456778.911, 1.01
456778.909, 1.01
456778.906, 1.01
456778.913, 1.01
456778.911, 1.01
456778.910, 1.01
456778.902, 1.01
456778.915, 1.02
456778.909, 1.02
456778.905, 1.01
456778.909, 1.01
456778.914, 1.01
456778.909, 1.01
456778.909, 1.02
456778.907, 1.01
456778.903, 1.02
456778.910, 1.02
456778.905, 1.01
456778.903, 1.02
456778.902, 1.02
456778.904, 1.02
456778.903, 1.02
456778.898, 1.04
456778.902, 1.03
456778.902, 1.02
456778.901, 1.01
456778.893, 1.02
456778.898, 1.02
456778.904, 1.02
456778.890, 1.02
456778.902, 1.02
456778.902, 1.02
456778.896, 1.03
456778.905, 1.02
456778.898, 1.02
456778.897, 1.02
456778.897, 1.02
456778.899, 1.02
456778.902, 1.01
456778.901, 1.02
456778.902, 1.01
456778.901, 1.02
456778.899, 1.02
456778.901, 1.01
456778.903, 1.02
456778.904, 1.02
456778.911, 1.02
456778.897, 1.01
456778.903, 1.02
456778.894, 1.02
456778.893, 1.01
456778.885, 1.01
456778.890, 1.00
456778.893, 1.01
456778.888, 1.01
456778.893, 1.02
456778.886, 1.02
456778.893, 1.02
456778.887, 1.02
456778.897, 1.01
456778.888, 1.02
456778.890, 1.02
456778.893, 1.02
456778.890, 1.01
456778.892, 1.02
456778.888, 1.02
456778.890, 1.02
456778.890, 1.02
456778.892, 1.02
456778.892, 1.02
456778.887, 1.01
456778.893, 1.01
456778.888, 1.02
456778.895, 1.02
456778.889, 1.01
456778.888, 1.01
456778.887, 1.01
456778.890, 1.02
456778.893, 1.01
456778.886, 1.01
456778.897, 1.02
456778.885, 1.02
456778.887, 1.01
456778.882, 1.02
456778.882, 1.02
456778.882, 1.02
456778.883, 1.01
456778.888, 1.02
456778.879, 1.02
456778.881, 1.01
456778.874, 1.01
456778.882, 1.01
456778.887, 1.01
456778.882, 1.01
456778.882, 1.01
456778.880, 1.01
456778.878, 1.02
456778.882, 1.01
456778.882, 1.01
456778.885, 1.02
456778.887, 1.01
456778.879, 1.02
456778.884, 1.01
456778.880, 1.02
456778.876, 1.02
456778.876, 1.01
456778.876, 1.02
456778.880, 1.02
456778.880, 1.01
456778.881, 1.02
456778.876, 1.02
456778.873, 1.01
456778.877, 1.01
456778.882, 1.01
456778.871, 1.01
456778.865, 1.02
456778.869, 1.01
456778.868, 1.02
456778.865, 1.02
456778.860, 1.01
456778.869, 1.01
456778.870, 1.01
456778.867, 1.01
456778.861, 1.02
456778.864, 1.01
456778.862, 1.01
456778.863, 1.02
456778.861, 1.02
456778.859, 1.02
456778.866, 1.02
456778.867, 1.02
456778.864, 1.02
456778.852, 1.02
456778.868, 1.02
456778.852, 1.03
456778.869, 1.02
456778.869, 1.02
456778.856, 1.02
456778.867, 1.01
456778.858, 1.01
456778.869, 1.01
456778.858, 1.01
456778.862, 1.01
456778.863, 1.02
456778.867, 1.02
456778.860, 1.02
456778.856, 1.02
456778.856, 1.01
456778.853, 1.02
456778.853, 1.02
456778.848, 1.02
456778.850, 1.02
456778.845, 1.01
456778.848, 1.02
456778.848, 1.01
456778.853, 1.02
456778.851, 1.02
456778.840, 1.01
456778.847, 1.02
456778.848, 1.02
456778.850, 1.01
456778.848, 1.01
456778.845, 1.02
456778.846, 1.02
456778.842, 1.02
456778.847, 1.01
456778.847, 1.01
456778.845, 1.02
456778.845, 1.02
456778.843, 1.02
456778.838, 1.01
456778.843, 1.02
456778.846, 1.02
456778.848, 1.01
456778.844, 1.01
456778.847, 1.02
456778.845, 1.01
456778.839, 1.02
456778.838, 1.02
456778.840, 1.01
456778.838, 1.01
456778.831, 1.01
456778.835, 1.01
456778.835, 1.02
456778.834, 1.01
456778.835, 1.01
456778.843, 1.01
456778.832, 1.01
456778.834, 1.01
456778.833, 1.01
456778.836, 1.01
456778.834, 1.01
456778.831, 1.02
456778.831, 1.01
456778.827, 1.01
456778.833, 1.02
456778.834, 1.01
456778.834, 1.01
456778.830, 1.02
456778.828, 1.01
456778.835, 1.01
456778.833, 1.02
456778.828, 1.01
456778.832, 1.01
456778.825, 1.02
456778.845, 1.00
456778.836, 1.02
456778.833, 1.02
456778.834, 1.02
456778.825, 1.02
456778.827, 1.02
456778.819, 1.02
456778.832, 1.01
456778.824, 1.01
456778.828, 1.01
456778.826, 1.01
456778.824, 1.02
456778.833, 1.02
456778.824, 1.01
456778.814, 1.01
456778.817, 1.01
456778.822, 1.01
456778.825, 1.02
456778.820, 1.01
456778.823, 1.00
456778.823, 1.01
456778.817, 1.01
456778.825, 1.01
456778.821, 1.02
456778.821, 1.02
456778.825, 1.01
456778.819, 1.02
456778.820, 1.01
456778.825, 1.00
456778.823, 1.01
456778.824, 1.00
456778.814, 1.01
456778.821, 1.01
456778.822, 1.01
456778.816, 1.01
456778.818, 1.01
456778.812, 1.01
456778.816, 1.01
456778.813, 1.02
456778.819, 1.01
456778.810, 1.01
456778.808, 1.01
456778.813, 1.01
456778.808, 1.02
456778.816, 1.02
456778.812, 1.02
456778.807, 1.02
456778.814, 1.02
456778.814, 1.02
456778.814, 1.02
456778.815, 1.01
456778.804, 1.01
456778.814, 1.01
456778.816, 1.01
456778.810, 1.01
456778.810, 1.01
456778.810, 1.01
456778.808, 1.01
456778.807, 1.01
456778.814, 1.01
456778.804, 1.01
456778.809, 1.01
456778.813, 1.01
456778.811, 1.01
456778.810, 1.01
456778.810, 1.01
456778.808, 1.01
456778.802, 1.00
456778.799, 1.01
456778.802, 1.01
456778.804, 1.01
456778.795, 1.01
456778.794, 1.01
456778.795, 1.01
456778.801, 1.01
456778.802, 1.01
456778.797, 0.996
456778.794, 1.01
456778.797, 1.02
456778.788, 1.01
456778.800, 1.02
456778.797, 1.01
456778.794, 1.01
456778.797, 1.01
456778.783, 1.01
456778.789, 1.01
456778.788, 1.01
456778.795, 1.01
456778.791, 1.01
456778.794, 1.01
456778.791, 1.01
456778.793, 1.01
456778.800, 1.01
456778.791, 1.01
456778.787, 1.00
456778.790, 1.01
456778.794, 1.02
456778.788, 1.01
456778.791, 1.02
456778.791, 1.01
456778.791, 1.01
456778.796, 1.00
456778.782, 1.00
456778.777, 1.00
456778.781, 1.01
456778.782, 1.01
456778.781, 1.01
456778.782, 1.01
456778.777, 1.01
456778.780, 1.01
456778.772, 1.02
456778.776, 1.02
456778.781, 1.02
456778.775, 1.01
456778.781, 1.01
456778.776, 1.01
456778.777, 1.01
456778.772, 1.01
456778.780, 1.02
456778.773, 1.02
456778.770, 1.01
456778.775, 1.01
456778.776, 1.01
456778.777, 1.02
456778.773, 1.01
456778.779, 1.02
456778.771, 1.01
456778.774, 1.01
456778.773, 1.01
456778.775, 0.996
456778.777, 1.00
456778.775, 1.01
456778.768, 1.02
456778.766, 1.01
456778.776, 1.01
456778.761, 1.01
456778.764, 1.01
456778.762, 1.01
456778.766, 1.01
456778.772, 1.01
456778.762, 1.01
456778.765, 1.01
456778.761, 1.01
456778.762, 1.00
456778.770, 1.00
456778.766, 1.00
456778.766, 1.01
456778.765, 1.01
456778.763, 1.02
456778.758, 1.01
456778.762, 1.01
456778.763, 1.01
456778.759, 1.01
456778.763, 1.01
456778.762, 1.01
456778.775, 1.01
456778.758, 1.01
456778.760, 1.02
456778.762, 1.02
456778.756, 1.01
