
03/04/2026, 17:15:19
Lambda (THz), Power (mW)
456779.266, 0.614
456779.247, 0.614
456779.254, 0.610
456779.252, 0.607
456779.251, 0.603
456779.250, 0.607
456779.232, 0.607
456779.256, 0.607
456779.264, 0.603
456779.254, 0.607
456779.264, 0.614
456779.247, 0.614
456779.258, 0.607
456779.249, 0.610
456779.239, 0.607
456779.260, 0.610
456779.249, 0.607
456779.261, 0.610
456779.269, 0.610
456779.246, 0.607
456779.255, 0.607
456779.244, 0.610
456779.230, 0.607
456779.248, 0.607
456779.250, 0.610
456779.251, 0.607
456779.268, 0.607
456779.254, 0.607
456779.259, 0.607
456779.246, 0.614
456779.244, 0.607
456779.247, 0.607
456779.233, 0.603
456779.258, 0.607
456779.247, 0.603
456779.253, 0.607
456779.270, 0.603
456779.249, 0.610
456779.253, 0.607
456779.247, 0.603
456779.238, 0.600
456779.249, 0.600
456779.252, 0.600
456779.257, 0.600
456779.267, 0.607
456779.245, 0.603
456779.241, 0.603
456779.248, 0.607
456779.227, 0.600
456779.252, 0.600
456779.235, 0.600
456779.252, 0.600
456779.265, 0.600
456779.238, 0.610
456779.251, 0.603
456779.247, 0.600
456779.242, 0.597
456779.257, 0.607
456779.247, 0.603
456779.253, 0.600
456779.272, 0.600
456779.250, 0.597
456779.250, 0.600
456779.248, 0.597
456779.240, 0.597
456779.247, 0.600
456779.251, 0.600
456779.252, 0.597
456779.267, 0.597
456779.251, 0.593
456779.251, 0.597
456779.241, 0.593
456779.234, 0.600
456779.252, 0.600
456779.240, 0.597
456779.253, 0.597
456779.259, 0.600
456779.249, 0.603
456779.252, 0.600
456779.252, 0.603
456779.251, 0.597
456779.254, 0.603
456779.247, 0.603
456779.248, 0.600
456779.258, 0.603
456779.247, 0.603
456779.255, 0.603
456779.239, 0.600
456779.248, 0.600
456779.248, 0.600
456779.233, 0.603
456779.262, 0.597
456779.251, 0.597
456779.255, 0.600
456779.268, 0.600
456779.254, 0.603
456779.251, 0.593
456779.250, 0.597
456779.238, 0.597
456779.255, 0.597
456779.249, 0.597
456779.260, 0.600
456779.262, 0.603
456779.254, 0.603
456779.261, 0.607
456779.248, 0.600
456779.246, 0.600
456779.255, 0.600
456779.241, 0.603
456779.261, 0.607
456779.272, 0.607
456779.252, 0.600
456779.264, 0.600
456779.248, 0.603
456779.239, 0.603
456779.254, 0.603
456779.249, 0.600
456779.260, 0.600
456779.273, 0.600
456779.254, 0.607
456779.270, 0.607
456779.254, 0.607
456779.245, 0.607
456779.251, 0.607
456779.236, 0.607
456779.262, 0.610
456779.260, 0.617
456779.264, 0.617
456779.275, 0.614
456779.250, 0.617
456779.260, 0.610
456779.253, 0.621
456779.233, 0.617
456779.266, 0.617
456779.267, 0.614
456779.260, 0.614
456779.287, 0.610
456779.258, 0.607
456779.263, 0.610
456779.259, 0.610
456779.232, 0.610
456779.259, 0.614
456779.242, 0.607
456779.266, 0.607
456779.284, 0.610
456779.250, 0.614
456779.262, 0.614
456779.248, 0.610
456779.239, 0.610
456779.261, 0.607
456779.248, 0.607
456779.259, 0.607
456779.283, 0.603
456779.255, 0.610
456779.257, 0.607
456779.250, 0.610
456779.241, 0.607
456779.255, 0.607
456779.238, 0.607
456779.272, 0.603
456779.284, 0.607
456779.257, 0.610
456779.269, 0.603
456779.237, 0.607
456779.239, 0.607
456779.256, 0.607
456779.232, 0.607
456779.268, 0.607
456779.273, 0.603
456779.257, 0.610
456779.272, 0.610
456779.246, 0.610
456779.241, 0.610
456779.251, 0.610
456779.227, 0.607
456779.262, 0.614
456779.259, 0.614
456779.264, 0.610
456779.282, 0.617
456779.249, 0.614
456779.256, 0.617
456779.248, 0.617
456779.220, 0.614
456779.257, 0.607
456779.260, 0.600
456779.263, 0.607
456779.283, 0.607
456779.249, 0.603
456779.253, 0.610
456779.252, 0.607
456779.233, 0.607
456779.260, 0.600
456779.257, 0.607
456779.262, 0.607
456779.285, 0.607
456779.250, 0.610
456779.259, 0.610
456779.246, 0.610
456779.239, 0.614
456779.256, 0.610
456779.238, 0.617
456779.261, 0.617
456779.272, 0.617
456779.254, 0.624
456779.270, 0.621
456779.250, 0.624
456779.247, 0.624
456779.248, 0.624
456779.232, 0.624
456779.261, 0.628
456779.260, 0.624
456779.248, 0.628
456779.269, 0.631
456779.260, 0.628
456779.249, 0.631
456779.246, 0.631
456779.228, 0.628
456779.257, 0.617
456779.248, 0.631
456779.258, 0.631
456779.274, 0.628
456779.247, 0.631
456779.258, 0.631
456779.247, 0.631
456779.238, 0.628
456779.247, 0.621
456779.237, 0.621
456779.260, 0.621
456779.268, 0.621
456779.256, 0.621
456779.271, 0.624
456779.245, 0.621
456779.250, 0.624
456779.252, 0.624
456779.234, 0.624
456779.258, 0.624
456779.259, 0.617
456779.259, 0.617
456779.279, 0.624
456779.251, 0.617
456779.245, 0.617
456779.248, 0.621
456779.230, 0.614
456779.259, 0.617
456779.240, 0.614
456779.262, 0.614
456779.281, 0.614
456779.239, 0.614
456779.257, 0.617
456779.248, 0.610
456779.225, 0.614
456779.257, 0.614
456779.243, 0.617
456779.258, 0.610
456779.292, 0.621
456779.247, 0.614
456779.259, 0.614
456779.242, 0.610
456779.231, 0.603
456779.254, 0.610
456779.237, 0.614
456779.258, 0.607
456779.273, 0.607
456779.256, 0.603
456779.280, 0.600
456779.240, 0.600
456779.236, 0.603
456779.251, 0.600
456779.209, 0.603
456779.268, 0.603
456779.272, 0.603
456779.264, 0.597
456779.283, 0.593
456779.239, 0.597
456779.247, 0.593
456779.248, 0.590
456779.225, 0.593
456779.256, 0.593
456779.252, 0.593
456779.267, 0.593
456779.288, 0.587
456779.243, 0.583
456779.253, 0.583
456779.249, 0.587
456779.225, 0.593
456779.257, 0.590
456779.248, 0.593
456779.269, 0.593
456779.308, 0.590
456779.250, 0.593
456779.264, 0.590
456779.242, 0.587
456779.219, 0.587
456779.255, 0.590
456779.224, 0.590
456779.275, 0.590
456779.291, 0.593
