
12/09/2025, 14:59:21
Lambda (THz), Power (mW)
456775.405, 0.169
456775.406, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.403, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.403, 0.169
456775.403, 0.169
456775.404, 0.169
456775.404, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.168
456775.403, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.403, 0.169
456775.403, 0.169
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.167
456775.404, 0.167
456775.403, 0.168
456775.403, 0.168
456775.404, 0.168
456775.404, 0.167
456775.404, 0.167
456775.404, 0.167
456775.405, 0.167
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.167
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.167
456775.404, 0.167
456775.404, 0.167
456775.404, 0.168
456775.403, 0.168
456775.403, 0.167
456775.403, 0.167
456775.404, 0.167
456775.404, 0.167
456775.404, 0.167
456775.404, 0.168
456775.404, 0.167
456775.404, 0.167
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.167
456775.405, 0.167
456775.404, 0.167
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.405, 0.166
456775.404, 0.166
456775.404, 0.167
456775.404, 0.167
456775.404, 0.166
456775.404, 0.166
456775.404, 0.166
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.168
456775.405, 0.168
456775.406, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.406, 0.168
456775.406, 0.168
456775.406, 0.168
456775.406, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.404, 0.167
456775.404, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.168
456775.405, 0.168
456775.406, 0.168
456775.405, 0.168
456775.405, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.169
456775.404, 0.169
456775.404, 0.169
456775.403, 0.169
456775.404, 0.168
456775.403, 0.168
456775.403, 0.168
456775.404, 0.168
456775.404, 0.169
456775.404, 0.169
456775.405, 0.169
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.405, 0.167
456775.405, 0.167
456775.406, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.167
456775.406, 0.167
456775.406, 0.167
456775.406, 0.167
456775.405, 0.167
456775.405, 0.167
456775.404, 0.168
456775.405, 0.168
456775.404, 0.167
456775.405, 0.167
456775.405, 0.167
456775.405, 0.168
456775.405, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.169
456775.403, 0.169
456775.403, 0.169
456775.403, 0.168
456775.403, 0.168
456775.403, 0.169
456775.403, 0.169
456775.403, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.403, 0.168
456775.403, 0.168
456775.404, 0.168
456775.404, 0.169
456775.403, 0.169
456775.403, 0.168
456775.404, 0.168
456775.404, 0.168
456775.405, 0.168
456775.406, 0.168
456775.405, 0.168
456775.405, 0.168
456775.404, 0.168
456775.404, 0.167
456775.404, 0.167
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.405, 0.168
456775.406, 0.168
456775.406, 0.169
456775.406, 0.169
456775.405, 0.169
456775.405, 0.169
456775.404, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.170
456775.405, 0.170
456775.405, 0.169
456775.405, 0.169
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.169
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.167
456775.403, 0.167
456775.403, 0.168
456775.405, 0.168
456775.405, 0.169
456775.405, 0.168
456775.405, 0.168
456775.404, 0.168
456775.403, 0.168
456775.403, 0.169
456775.404, 0.169
456775.405, 0.169
456775.405, 0.169
456775.405, 0.169
456775.406, 0.169
456775.405, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.169
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.169
456775.403, 0.168
456775.403, 0.168
456775.401, 0.168
456775.401, 0.168
456775.401, 0.168
456775.401, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.401, 0.169
456775.401, 0.169
456775.401, 0.169
456775.401, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.402, 0.169
456775.403, 0.169
456775.403, 0.169
456775.403, 0.169
456775.404, 0.169
456775.404, 0.169
456775.404, 0.168
456775.404, 0.168
456775.404, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.403, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.402, 0.168
456775.401, 0.168
456775.401, 0.168
456775.401, 0.168
456775.401, 0.168
456775.402, 0.168
456775.402, 0.169
456775.402, 0.169
456775.403, 0.169
456775.402, 0.169
456775.401, 0.169
456775.400, 0.170
456775.401, 0.170
456775.402, 0.170
456775.402, 0.170
456775.402, 0.170
456775.402, 0.170
456775.402, 0.170
456775.402, 0.170
456775.403, 0.170
456775.403, 0.171
456775.402, 0.171
456775.403, 0.170
456775.403, 0.170
456775.403, 0.170
456775.403, 0.170
456775.403, 0.169
456775.409, 0.170
456775.400, 0.171
456775.401, 0.172
456775.398, 0.168
456775.405, 0.167
456775.400, 0.166
456775.402, 0.167
456775.404, 0.168
456775.401, 0.169
456775.407, 0.171
456775.399, 0.172
456775.405, 0.168
456775.405, 0.167
456775.405, 0.167
456775.402, 0.167
456775.403, 0.167
456775.401, 0.168
456775.402, 0.169
456775.402, 0.169
