detuning_uv_GHz,Transmission_BaselineCorrected,TransmissionErr_BaselineCorrected,Theory_NoBaseline
0.15561566594988108,0.9655942295996326,0.005725193419981123,0.9714177466144732
0.20015681290533394,0.972654299871316,0.005675984211492189,0.9712543504423501
0.24608986591920257,0.9762103895992499,0.005733450431093689,0.9711279459059882
0.2767118987394497,0.9791981145062186,0.005691808992312715,0.9710738101102131
0.33517213782761246,0.9741531978418844,0.0057206294736298026,0.9710514922077051
0.3490912413690239,0.9781267671169891,0.005720813917317911,0.9710635012129064
0.4103352912934497,0.9642970392995053,0.005666027597283173,0.9712046570241801
0.45487641321960837,0.9773237585495496,0.005592772248870953,0.9714037017608984
0.4924579815706238,0.9763591834975339,0.005750982907986966,0.9716374460300689
0.5537020121701062,0.9782952273411468,0.005717916064326328,0.9721529706400792
0.5871078437194228,0.9758596391954666,0.005745506707667057,0.9725049293296113
0.6274732202291489,0.9772483702880621,0.0055462691203677795,0.9729962414802863
0.6873253234662116,0.974885677747432,0.005618874426832931,0.9738553224554696
0.7123796900268644,0.9796326574231893,0.005596992324610099,0.9742593463432234
0.7652722368948162,0.9780740992539616,0.005873318974932172,0.9751954663703143
0.786150872358121,0.9758916743044758,0.005709626409819736,0.975594013887573
0.8418272281996906,0.9832553536598265,0.005701436837124812,0.9767302995061876
0.8849763995967805,0.9849649029355845,0.0056784038535251215,0.9776783251257748
0.9295174754224718,0.9814867550147497,0.005722371855875123,0.9787089448629444
0.9643151877680793,0.9766296638499196,0.005604928104672558,0.979545367445294
1.0158157971454784,0.979954968690919,0.005728060971739765,0.9808227070533891
1.068708309205249,0.987454084923454,0.005557561600042017,0.9821685567447163
1.1062898270320147,0.985133074032432,0.005701474264434319,0.9831361675582025
1.1438713418319821,0.9792307625315094,0.005679232289944945,0.9841059594887405
1.1744933144655079,0.9923683369962109,0.005679049362771582,0.9848934102348127
1.2218181773787364,0.9879741869388077,0.005530677333953607,0.9860975165456953
1.2872378325555474,0.9904622191439255,0.00560834443037513,0.987716795038686
1.3248193323379382,0.9885011036801394,0.005736719634955218,0.988614044337772
