detuning_uv_GHz,Transmission_BaselineCorrected,TransmissionErr_BaselineCorrected,Theory_NoBaseline,Residuals_Norm
-10.56222406879533,1.0051387435355057,0.005991536833131526,0.9995566394400858,0.9316648217119269
-10.400758643401787,1.008046302759343,0.005992368410517519,0.9995408737471324,1.4193768522780068
-10.176655863062479,1.0021202393790392,0.005870887580000886,0.9995175457526166,0.44332200045672165
-9.908011060091667,1.0038929986620566,0.006087519500627727,0.9994871364372058,0.7237532831552365
-9.61570342280902,1.00080592439188,0.0061062390762049445,0.9994506265657394,0.22195295815097174
-9.295557177742012,0.9992385476454667,0.005813519852071594,0.9994059253955941,-0.028791120420408507
-8.987938605831005,1.0011815492318763,0.0060824153428865255,0.9993575606017815,0.2998789999153856
-8.645521796424873,0.9871624853191264,0.0058510407206794094,0.9992963371987059,-2.073793784530445
-8.317024610820226,1.0141435992979595,0.006160566881315176,0.9992288607672883,2.4210009919553235
-7.9537292695604265,0.994772315673998,0.005960234028964148,0.9991420821301046,-0.7331535028442461
-7.596001955331303,0.9963419542953738,0.005933178606929169,0.9990412063365007,-0.45494198303327765
-7.214612053474411,0.4435401343742409,1.3517416338582104,0.99891228703161,-0.41085673382138665
-6.84018213103991,1.001612060105727,0.0059532451040964825,0.9987580095111834,0.47941090021300814
-6.461576722445898,0.9935298623410616,0.0058443146525223805,0.9985650589844125,-0.8615546805266172
-6.070444258511998,0.9924006064432208,0.0058992604314283435,0.998312679401232,-1.0021718869224037
-5.666784771368839,0.9881226700236545,0.005805549834387056,0.9979723338085343,-1.6965944769845824
-5.290964190266095,0.9941648273862123,0.00582271827610581,0.9975486159152961,-0.5811355399023157
-4.905400434043258,1.0069894184848993,0.005962871555702374,0.9969494633058567,1.683745001926348
-4.490606575971469,0.9843396571013882,0.005749204868777402,0.9959953317810973,-2.027354207363256
-4.401523380423896,0.9968600591590027,0.005803334900606842,0.995725900144084,0.19543228752833974
-4.330535221262835,0.9923231961905984,0.00579077404803869,0.9954886170526794,-0.5466317345179721
-4.2901694101747125,0.9927624805560068,0.005909103916579148,0.9953434626181058,-0.43678061826896486
-4.2581551489420235,0.9911370092634442,0.005709218890837025,0.9952225328168256,-0.7156011411540845
-4.205262026167475,0.9872371959852086,0.005849944849297868,0.995010140555639,-1.3287210000557963
-4.159328530076891,0.9875968664370832,0.005951871647311349,0.9948117448529064,-1.2122032939138272
-4.117570810369216,0.9894263152326076,0.005813485419748452,0.9946186486943842,-0.8931532612326188
-4.0730292468797415,1.0035597590413492,0.005927707698333917,0.9943974763162116,1.545670466799983
-4.0493665429530665,0.9877166921972533,0.005842050318938269,0.9942730609983568,-1.122271881132135
-3.9881219032686204,0.9925721794033925,0.005819549887677257,0.993925211129611,-0.2324976591546174
-3.9547157395863906,0.9871903875381608,0.005649235962756122,0.9937176140253635,-1.1554175697802236
-3.911566115100868,0.9874324145489748,0.005849022256692822,0.9934281169642919,-1.0250777227692103
-3.8934711125912145,0.9894070391289771,0.005868576373612894,0.9932986964885664,-0.6631348238198799
-3.828050724696368,0.9825539252489045,0.0058124355007529525,0.9927852041864298,-1.7602395650153733
-3.7946445727720857,0.9964745142924029,0.005789409424057929,0.9924907979110951,0.6881041034606102
-3.747319195070304,0.9851888544263324,0.005780468289678234,0.9920300619220423,-1.183504026468891
-3.699993822257966,0.9800493467576035,0.005856379562081946,0.9915079888956736,-1.956608518385816
-3.6665876796469092,0.9951976740229991,0.005780156262195604,0.9910965246177422,0.7095222376737311
-3.634573462069966,0.9789496274292594,0.006004481900170789,0.9906630281951535,-1.9507762635708734
-3.5775046448688954,0.9893759712534825,0.005811424903338721,0.9897804486012658,-0.06960037417860887
-3.537138900370337,0.9876415885658302,0.005827930486447371,0.9890542624446098,-0.24239717375915076
-3.48424586141482,0.9909649774483845,0.005784765486692022,0.9879472454238417,0.5216688613367586
-3.446663968847133,0.9877405500609893,0.005834105220918244,0.9870351903102617,0.12090281611626288
-3.40908207942266,0.995150484676128,0.005758222670994373,0.9859987159256861,1.5893391543438669
-3.374284036573954,0.9807742597625113,0.005901221195241838,0.984912002303133,-0.7011671658669533
-3.345053682452999,0.9846315194207812,0.005714119444404453,0.9838930598044843,0.1292341932089052
-3.2963364301249385,0.9786662145515217,0.005789020290299123,0.9819467290693503,-0.566678704395959
-3.2490111039951444,0.9895303101754612,0.006007931190136467,0.9797102378151327,1.6345181143969627
-3.2114292308688164,0.9744288064812816,0.005877613184565987,0.9776510058180434,-0.5482156167103662
-3.165495834662579,0.981267660477754,0.005734122182268165,0.9747443555665065,1.137629214009388
-3.1237382056424394,0.9716071558655789,0.005749569230505167,0.9716730071240732,-0.011453250818332506
-3.0847644220339134,0.9705526019793469,0.005656737683449395,0.968390708411499,0.38218027577506736
-3.034655276569538,0.9697337591885048,0.005746794639372013,0.9634992168275063,1.0848730035148435
-2.991505739162676,0.9653401771017615,0.0057752260838722196,0.9586055426306319,1.1661248188943714
-2.969235011609271,0.9576900810616701,0.005720475407175177,0.9558104501166982,0.32857949928676966
-2.9065985966008157,0.9512311846013475,0.005597044205358376,0.9468517261178315,0.7824591557313845
-2.8718005920527503,0.9484144648546191,0.005911672816611448,0.9411097138749925,1.2356487251968102
-2.825867229839787,0.9404484782238963,0.0056106354742988295,0.9326294208596126,1.3936135042280282
-2.7882853916380554,0.9230343762746542,0.005598856066347968,0.9248677373623768,-0.32745279857112897
-2.7340005196165293,0.9181903026489668,0.005577200143953653,0.9122603396757856,1.0632508821850428
-2.7019863672321662,0.9066053430612563,0.005638618705830515,0.9040196894178297,0.4585615340070619
-2.6671883781673387,0.8889347934742102,0.005516462610910424,0.894369315328539,-0.9851461412210857
-2.622646956006065,0.8741848902196906,0.005604302338220705,0.8809125791049743,-1.2004507393189106
-2.566970184445381,0.8708918213511322,0.005435848857345235,0.8623806033956922,1.5657569183401987
-2.5293883674312383,0.8517130152194153,0.005480180309115176,0.8487897074605297,0.5334327693603939
