detuning_uv_GHz,Transmission_BaselineCorrected,TransmissionErr_BaselineCorrected,Theory_NoBaseline,Residuals_Norm
-10.74178482440766,0.9895699913156544,0.006185962058665759,0.9998143212419242,-1.656060905177838
-10.597022659378126,0.9950172395321767,0.006246671164008838,0.999808546998148,-0.7670177187454973
-10.374311725841835,1.0069049637265213,0.006053411577291037,0.9997991183232653,1.1738579662934339
-10.09035544283688,0.9999542575946047,0.005952726029216582,0.9997860411847889,0.02825871860894791
-9.798047688906081,1.0025712966131841,0.006204808325017537,0.9997711849683657,0.45128092571828166
-9.511307883658446,0.9966396510351221,0.006336605054294548,0.9997550387172248,-0.49164933831426355
-9.168890681816265,1.004741786664228,0.006032009849905221,0.9997333865517781,0.8303037025923719
-8.832041490008123,1.0041459665607309,0.005892096405010684,0.9997091212873208,0.75301640849544
-8.488232860108837,1.0041845394381201,0.0057778872901297846,0.9996807205221145,0.7794923455324847
-8.162519660079852,1.0090325417057473,0.005909613339605182,0.9996497340435007,1.5877193858631535
-7.799224441754632,0.9964585601063152,0.005936094783991046,0.9996094386706418,-0.5307999078492076
-7.413658568286337,1.0068074652176124,0.006101929187669546,0.9995584087027667,1.1879942050940644
-7.047580079874024,1.0070856365444556,0.005996900672120656,0.9994998862558121,1.2649451280574548
-6.681501884944737,0.9970747720419264,0.006020388742639981,0.9994286000707459,-0.3909760863361258
-6.288977302028798,1.0096027231146032,0.005910850225962506,0.9993332678918049,1.7373905327005759
-5.900628844392486,0.9924606120630409,0.005874843437351181,0.9992124982409601,-1.1492878491011287
-5.492793723242357,0.9995692113256883,0.005916819961747111,0.9990449367535416,0.08860749110776704
-5.110013650381006,1.0033687396103141,0.0059834034094083674,0.9988309166392219,0.758401642108397
-4.682692275498994,1.000038406852623,0.005857405685068804,0.9984874069047994,0.2647929870688588
-4.599176743766293,0.9986250673597794,0.005896597309142315,0.9984013576792395,0.037938775332854224
-4.561594759812579,0.9919693370910572,0.005918231627561451,0.9983600379522197,-1.0798328391543173
-4.515661227749661,0.9984666408497821,0.005941516237919561,0.9983071044372166,0.026851127923763714
-4.465551925357431,0.9926678164076662,0.005808880317762301,0.9982461171518443,-0.9603056766586928
-4.436321501387283,0.9889431013033237,0.005833687530913569,0.9982088537608411,-1.58831826497679
-4.376468734699301,0.9986107365072532,0.005870315905890658,0.9981283385434995,0.08217580986904668
-4.333319070399739,0.9957866156001652,0.0059473400719837425,0.9980664847310071,-0.38334265457287525
-4.292953259078786,0.9884865826803791,0.005961244626065057,0.9980054313031982,-1.5967887949437023
-4.253979375818744,1.0022414118795386,0.005886609572364637,0.9979432967040459,0.7301512224746002
-4.208045874838717,0.9957201060361113,0.005958868396284312,0.9978656802890772,-0.3600640440899475
-4.150976985809393,1.003186978807651,0.005850361282304997,0.9977619092798896,0.9273050442491673
-4.120354658225551,0.9975822170345499,0.005933962688504213,0.9977024615139878,-0.02026377410004168
-4.079988865647465,0.9900314955302859,0.005892873179301999,0.9976196460772273,-1.2876826492030837
-4.039623076794669,0.9910195945078516,0.005976200566931537,0.9975312285676992,-1.0895942977347126
-3.992297674063593,1.0014980031037073,0.005831664371145081,0.9974195481921397,0.6993637925645444
-3.9282691951375455,1.0040968110618087,0.0059480159877982434,0.997252275961175,1.1507257402593618
-3.9032145753735676,1.0053222827715436,0.005874340011461449,0.9971810555293197,1.3858964966854999
