Transmission,Transmissionerr
4.272018613786446,0.005289864686144219
4.24678143540277,0.003888497191656252
4.028071087808629,0.004045387951100806
3.8979018012840028,0.003402148551110752
3.8224840306765073,0.0036527752661451914
3.753239145176802,0.004589600145804004
3.5841004712429902,0.0032265628811008213
3.496646433004,0.0033126702293479657
3.4351788481705534,0.0037545755082177127
3.364907629148189,0.003187094333252777
3.2885403303902034,0.0033159468869801475
3.221981321892626,0.0032496061736290876
3.1565582443464586,0.0030973989275904037
3.1295231718474703,0.0032430288636575637
3.1266488104115053,0.003986547374609115
3.101069509390922,0.003412555113642173
3.125724213333186,0.00299554388389395
3.1744385284529004,0.0031292285853388143
3.184383629763147,0.0033983377877913265
3.265255972205815,0.003091373606499468
3.2906533840116157,0.002949451316436275
3.3672983709640207,0.0034893674862384472
3.4449030292168423,0.0032394826326819083
3.5914572377353537,0.0038776001692604183
3.707112933342093,0.004341649414262715
3.8601697624694644,0.0035908915947924897
4.016830721885571,0.004133471760345739
4.106031911709,0.004253941363679713
4.27152538731026,0.004332667219872007
4.501663195255536,0.004440512801140017
4.569591551439126,0.004169031957000255
9.926688632089396,0.0063931393663788135
10.013242618208963,0.006655040648626682
10.166054313406613,0.006548403045182274
10.148834939608136,0.00683393600894293
10.103455010904622,0.0072337690650112925
10.143661207642504,0.009816610932395036
10.270477919905852,0.006863010573260182
10.214403952790782,0.01261694674291475
10.256186700051117,0.0063553870832539
10.172168171373048,0.01073111364225329
10.3676840843841,0.007354394332182131
