Transmission4,Transmission4err
0.3133214889037639,0.004466701291091338
0.2970303345452554,0.004234059417505218
0.3074854195787346,0.004382950661209099
0.29506978167889647,0.004205914646872576
0.2979379143597488,0.004246895478838412
0.2955806826233324,0.004213393238235923
0.28948867350366125,0.004126085279978998
0.306192810586743,0.004365273655343684
0.3127012331948161,0.004457439393690944
0.31762249899221956,0.004528732626865347
0.305142524915122,0.004349614251586222
0.30832631244561676,0.004395807694783337
0.3025435290411741,0.0043131300165044325
0.2942988809008483,0.004196018336371219
0.30350089112387646,0.00432640002509868
0.29740505811419377,0.004239736318675428
0.29708050682590936,0.004235314115705366
0.30158647884443,0.004300845345861526
0.30339172376403273,0.0043255173259841235
0.3178766164114183,0.0045335131457476556
0.32116954448771334,0.00457934947305526
0.30810295913346175,0.0043932383179840296
0.31231918172762946,0.004453242280218464
0.3197703532453962,0.004560478312556889
0.3017279051839526,0.004301782381109665
0.3108751374047635,0.004433550210481192
0.31672955300948774,0.004516544385267965
0.29352205502356,0.004185696755165739
0.3048789258862546,0.00434774625636919
0.2728381039200045,0.0038909766182950462
0.26766926069051644,0.003818559815581118
0.25959322905806426,0.0037024555566258803
0.22594091819957093,0.003223466410220342
0.20619370613405222,0.0029426042799865887
0.1910151659185987,0.0027278225954236444
0.15939737232381457,0.002277538726463395
0.1370293691099074,0.0019593017959786915
0.10907254945879051,0.001561853922290312
0.09785468500338751,0.0014034975011404573
0.08980972404384213,0.0012901453696239963
0.09173634768246107,0.0013182131421683937
0.07903701766360678,0.0011372314115313323
0.0879590475233076,0.0012636637299335738
0.14314349183197955,0.0020461400173342904
0.1306531734771754,0.0018686404999054055
0.12676000177781188,0.0018133336717234627
0.13070027002700266,0.001869835308976466
0.11660667119319594,0.00166890771383246
0.11115744250694976,0.0015920675960336215
0.11023683000120608,0.0015797863868093562
0.10847015711274888,0.0015554567635812774
0.1028459284617656,0.0014759784844788216
0.09531968911720566,0.0013673747811313063
0.0893936507319347,0.0012841772917531796
0.08670081198617274,0.0012453919161358577
0.09182056793396465,0.0013188478795969209
0.08563138202615538,0.001231958697641107
0.09069205589794234,0.0013027489261073987
0.0861151244954002,0.0012378900178516578
0.08143570163363467,0.001170332732747625
0.08255687453802284,0.0011867526840318061
0.08194213029880985,0.0011791551092736
0.07776440445991709,0.0011194303855481336
0.0816197553674935,0.0011745466037361614
0.08213761730439766,0.0011815471442083946
0.07944271975183463,0.0011415085611874677
0.09162485970086925,0.0013157401581530197
0.0930355315414677,0.0013357751016919224
0.09379299647938652,0.0013470938800067107
0.09641928416998229,0.0013832171776616221
0.10120666069154213,0.0014522660314824128
0.10547871688347076,0.0015127073308073063
0.10473653064309128,0.00150109976434441
0.11069712400939187,0.0015849524672641002
0.12201250587138364,0.0017479170258466298
0.1307489807281535,0.0018718484378474163
0.1285865211492234,0.0018407117466779672
0.1452918912057605,0.0020794179029404174
0.1388631768141987,0.001985272785344043
0.14754110527596137,0.0021097722229235887
0.15581168840152576,0.002227412966742152
0.15585931155457883,0.0022278774971899763
0.15778716188090272,0.0022542298333706953
0.16192207994193597,0.0023132055595279912
0.16442178447276967,0.002348583021786148
0.16529935565690193,0.0023614191268612806
0.18465432381774358,0.0026370629566417705
0.18640390531147377,0.002662967537782141
0.17383350195734049,0.0024823273184278504
0.1801896264427955,0.0025735917416376203
0.17713295531820006,0.0025294525104596886
0.19023576259748176,0.0027168077136749966
0.20658370121145808,0.0029505455991314304
0.1940626939451024,0.002770966283733802
0.18803465963397425,0.0026848374147756655
0.19129473238863956,0.0027331743304389866
0.20477177883713937,0.0029235051138338736
0.2041850545597601,0.002915627554668334
0.19651927032998784,0.002805819582859692
0.20620884959786198,0.002944926643846201
0.20452253481337565,0.0029205469678921093
0.19657785646428858,0.002806709346492268
0.20427075875147493,0.0029166620791678077
0.20152110672613133,0.002877186757777697
0.20344704880431483,0.0029043494881440474
0.1977481940420077,0.002823816377589016
0.20320618975776206,0.0029015829883116437
0.19153633067312412,0.002734135248637346
0.18973599562117155,0.0027083357058889676
0.20348644896160445,0.0029049208591563173
0.20241597863297733,0.0028895151180525097
0.20729810435385354,0.0029591763156098846
0.20488963289824194,0.0029243072217065196
0.22023518074436815,0.0031439253433657444
0.21785255379562793,0.003109804687244608
0.22288331541508966,0.003180824261713934
0.23106025430887428,0.0032986463804468825
0.25214115038834195,0.0035993586080695474
0.23874361630459195,0.0034082509907365725
0.24215644802930664,0.003455733629184438
0.25019718333861146,0.0035707226130857446
0.25997100450722066,0.0037107078608514064
0.2737826151994129,0.003906831114999665
0.2784665836049716,0.003973226684128808
0.28500791510235635,0.004066377079217295
0.29198586244345387,0.0041654272619442104
0.29886668671391703,0.004263264038957481
0.3154346713898053,0.0045022238934143725
0.3002718140088758,0.0042836039647087066
0.29160978013910815,0.00415918357047754
0.30721865322249836,0.004382180792962648
0.3266401759051176,0.004660858365919678
0.3102484027668153,0.004426721870761076
0.30398522168205455,0.004337708140356375
0.3341525048356823,0.004768975404293035
0.315998884706538,0.004509449208629549
0.3174017268550371,0.0045308510844063584
0.3213311233767291,0.004586420292277666
0.3704999420916492,0.005292747876795914
0.34459115052398087,0.004921066337197131
0.32041768409606214,0.00457310829261123
0.33748968099146587,0.004819326726659938
0.317693800271247,0.004535633439742927
0.3245575651762745,0.004635212319824116
0.32831802385403075,0.004690304388895445
