freq
456779040570818.56
456778959838105.9
456778847786715.7
456778713464314.2
456778567310495.56
456778407237373.0
456778253428087.0
456778082219682.4
456777917971089.56
456777736323418.94
456777557459761.8
456777366764810.9
456777179549849.7
456776990247145.3
456776794680913.4
456776592851169.8
456776404940879.3
456776212159001.1
456776004762072.1
456775960220474.3
456775924726394.8
456775904543489.25
456775888536358.6
456775862089797.3
456775839123049.25
456775818244189.3
456775795973407.56
456775784142055.6
456775753519735.8
456775736816653.94
456775715241841.75
456775706194340.44
456775673484146.5
456775656781070.56
456775633118381.7
456775609455695.25
456775592752624.0
456775576745515.2
456775548211106.56
456775528028234.3
456775501581714.9
456775482790768.6
456775463999823.9
456775446600802.5
456775431985625.44
456775407626999.25
456775383964336.2
456775365173399.56
456775342206701.44
456775321327887.0
456775301840995.2
456775276786422.44
456775255211653.75
456775244076290.0
456775212758082.44
456775195359080.2
456775172392399.1
456775153601479.9
456775126459044.0
456775110451967.8
456775093052973.25
456775070782262.2
456775042943876.4
456775024152967.9
456775005362060.94
456774988659033.9
456774962908536.1
456774939245919.25
456774919759059.94
456774905143916.7
456774878001510.25
456774864082328.6
456774842507598.94
456774820236912.2
456774795878351.1
456774770823833.94
456774751336989.2
456774724890559.56
456774840419721.9
456774691484547.6
456774660166415.9
456774637895747.0
456774613537205.4
456774599618039.94
456774573867586.06
456774554380758.06
456774531414141.56
456774511927317.06
456774488960704.75
456774463906221.2
456774446507276.0
456774423540670.2
456774396398320.94
456790337864224.4
456774347681291.94
456774330282355.44
456774317755122.06
456774294788529.25
456774271821938.75
456774255814922.56
456774229368550.3
456774215449408.3
456774188307083.8
456774163948590.1
456774132630530.7
456774116623524.1
456774095048865.06
456774079041861.1
456774054683379.1
456774040068291.3
456774015013857.0
456773999702815.2
456773970472647.25
456773950985870.7
456773923147621.4
456773908532541.9
456773884174078.06
456773866775177.0
456773838240982.0
456773813186569.9
456773805531055.56
456773771429222.3
456773752638418.56
456773735239527.4
456773710185126.5
456773697657927.1
456773664948020.9
456773649637002.44
456773628062387.5
456773614839237.3
456773587696984.1
456773566818330.1
456773544547767.9
456773522973162.75
456773497918785.25
456773475648229.6
456773453377676.25
456773438762626.8
456773415796122.4
456773389349847.44
456773362207621.1
456773353160213.0
456773317666538.7
456773298875772.1
456773285652641.1
456773258510427.06
456773243199435.9
456773219536997.1
456773194482652.9
456773176387850.4
456773156205187.75
456773136022526.9
456773106792469.5
456773081042183.94
456773071298833.44
456773039980923.9
456773015622552.7
456773001007531.3
456772975953210.94
456772949506986.94
456772932108157.1
456772911229562.9
456772890350970.6
456772864600709.5
456772853465462.4
456772820059724.2
456772801964951.25
456772791525659.94
456772762295646.6
456772744896831.06
456772724018253.94
456772695484201.8
456772670429915.0
456772656510868.0
456772637720155.8
456772605706353.5
456772581348028.6
456772568820891.2
456772533327338.75
456772524975915.5
456772506185214.1
456772478347140.9
456772460252395.2
456772437981940.9
456772419887198.25
456772403184360.25
456772370474639.4
456772346116339.6
456772330109458.25
456772308534967.94
456772293224040.5
456772265385993.3
456772247987215.5
456772178392117.6
456772197182791.9
456772181871871.94
456772156817641.5
456772138722921.2
456772112972744.8
456772099053731.75
456772072607609.3
456772045465539.4
456772035722233.06
456772019715373.56
456771982134055.6
456771970302901.25
456771946640594.3
456771922978289.8
456771904187638.1
456771877741538.2
456771861734689.7
456771844335942.7
456771822761498.2
456771792835659.2
456771778916665.7
456771749686781.94
456771729504245.4
456771716977154.7
456771688443228.25
456771514455949.5
456771313326820.4
456771108022182.6
456770905501517.5
456770694629675.5
456770477494516.94
456770272190630.56
456770064799095.5
456769848360479.5
456769640273386.2
456769429402712.4
456769219924117.0
